drug_name,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31
ABT737,-1.015682,0.49928126,0.13414511,0.4230217,-0.04330021,-0.40390173,0.32624385,-1.1640915,0.009905315,-0.13779055,-0.50160664,-2.6608694,1.690428,0.16880749,0.34332404,0.59131193,-0.27729326,1.8559855,-0.49129605,-0.6305359,0.6486445,1.273388,-0.7658067,0.38696307,-0.26145026,-0.40448302,0.4814984,-0.11299875,-0.96582896,0.85245514,-0.2898488,-1.5948865
AC220,-0.9618896,0.49021396,0.13474688,0.38025415,-0.056421973,-0.3958236,0.28743073,-1.124763,-0.022448631,-0.1836559,-0.4849368,-2.6257958,1.6650906,0.13862945,0.35695747,0.56844425,-0.30221966,1.8195457,-0.5084912,-0.6201939,0.6202776,1.2477834,-0.7629833,0.33061603,-0.23429981,-0.3554894,0.44984394,-0.0996169,-0.9665426,0.8587144,-0.32111406,-1.5874293
ACY-1215,-0.9379994,0.44607836,0.11494515,0.40451646,-0.06906558,-0.39672276,0.25730407,-1.0719298,0.0014001587,-0.1250495,-0.47211757,-2.5076973,1.6019052,0.13152078,0.30339044,0.5428277,-0.27462718,1.7311246,-0.42647243,-0.59212095,0.56663096,1.1970252,-0.70229495,0.3445711,-0.24920523,-0.36352754,0.4262403,-0.12525137,-0.9025058,0.7638515,-0.27594084,-1.4769517
ACY-738,-0.9033712,0.4609968,0.14431486,0.37625605,-0.06464763,-0.40209764,0.3246716,-1.0918634,-0.035836935,-0.15686929,-0.47251853,-2.571192,1.6287473,0.13421056,0.3394834,0.5528979,-0.27660963,1.7802379,-0.47409663,-0.6067449,0.5844554,1.2132118,-0.7372759,0.32131904,-0.23403943,-0.34826642,0.4275826,-0.09774938,-0.9240319,0.8410635,-0.3385076,-1.5362129
Afatinib,-0.98495114,0.5094574,0.1144092,0.38671017,-0.048640955,-0.38900244,0.32335627,-1.1499741,-0.021324094,-0.15007782,-0.50477463,-2.6482594,1.6927998,0.15176451,0.35171533,0.56715184,-0.30870858,1.8424189,-0.50635487,-0.62572104,0.640495,1.2639059,-0.76096857,0.3649794,-0.23603335,-0.38352895,0.45170307,-0.11190693,-0.955606,0.86170846,-0.3166743,-1.6076932
Afuresertib,-1.0868899,0.5715831,0.14485419,0.45480072,-0.022982312,-0.41144928,0.4179709,-1.2921277,0.024393639,-0.12946749,-0.5275471,-2.8198774,1.7796544,0.23216197,0.37845266,0.66706324,-0.28863186,1.9708784,-0.5625899,-0.6741905,0.74241716,1.362217,-0.8199635,0.46433982,-0.26367316,-0.4644605,0.5306525,-0.12396847,-1.0355885,0.9256327,-0.31688455,-1.7275358
AGI-5198,-0.93868625,0.43123156,0.12091746,0.3800952,-0.0658434,-0.39489895,0.24776974,-1.0446749,-0.016820107,-0.15016377,-0.4737959,-2.5032125,1.5974387,0.113821805,0.32020697,0.5112017,-0.27967843,1.7333847,-0.43206346,-0.58301497,0.560055,1.2012976,-0.7155591,0.3113659,-0.24798,-0.33822033,0.42416966,-0.10811143,-0.896887,0.7871627,-0.27760637,-1.467855
AGI-6780,-1.0571845,0.55756795,0.1313923,0.43160212,-0.030390762,-0.41085863,0.42684397,-1.2575346,0.010172935,-0.12698604,-0.53767055,-2.8058825,1.7825302,0.21157946,0.37928644,0.6329759,-0.30299634,1.9566609,-0.5448415,-0.6707153,0.722209,1.3318444,-0.7978388,0.44482094,-0.25391322,-0.45108518,0.5034796,-0.12120673,-1.0151775,0.91043395,-0.33450666,-1.7083495
AICA Ribonucleotide,-1.095392,0.5927872,0.081103064,0.41887438,-0.022290962,-0.3954461,0.45979783,-1.2916213,-0.020142056,-0.086896524,-0.5641291,-2.8642783,1.8609601,0.17530192,0.36166498,0.60656303,-0.32308957,2.0376894,-0.5246779,-0.6719183,0.74657625,1.3682432,-0.8116591,0.46628705,-0.24505733,-0.44961756,0.48913935,-0.1308124,-0.9847015,0.94211715,-0.32681382,-1.7708595
AICA_Ribonucleotide,-1.095392,0.5927873,0.081103064,0.41887438,-0.022290971,-0.3954461,0.45979783,-1.2916213,-0.02014205,-0.086896524,-0.5641291,-2.8642783,1.8609604,0.17530191,0.36166498,0.6065631,-0.3230896,2.0376894,-0.5246778,-0.67191833,0.74657625,1.3682433,-0.8116591,0.46628705,-0.2450573,-0.4496175,0.48913935,-0.1308124,-0.9847015,0.9421171,-0.32681388,-1.7708592
AKT inhibitor VIII,-0.846198,0.44878593,0.1935348,0.3563923,-0.075124,-0.40973246,0.3050924,-1.077233,-0.06496564,-0.22357112,-0.4449656,-2.5675943,1.6006377,0.11359991,0.35932174,0.57165784,-0.26757225,1.7687013,-0.5098533,-0.5979906,0.5623888,1.2156258,-0.77099764,0.2611644,-0.21641654,-0.28722456,0.41724154,-0.06927711,-0.9492127,0.8881035,-0.3687647,-1.5477107
AKT_inhibitor_VIII,-0.846198,0.44878593,0.1935348,0.3563923,-0.075124,-0.4097325,0.3050924,-1.077233,-0.064965636,-0.22357109,-0.44496554,-2.5675943,1.6006377,0.113599904,0.35932174,0.57165784,-0.26757222,1.7687013,-0.5098533,-0.5979905,0.5623888,1.2156258,-0.77099764,0.2611644,-0.21641657,-0.2872246,0.41724154,-0.06927711,-0.9492127,0.8881036,-0.3687647,-1.5477107
Alectinib,-0.92845905,0.44798803,0.13769974,0.33279407,-0.051872637,-0.36883053,0.21310443,-1.0193279,-0.043138348,-0.2247765,-0.47146723,-2.5067048,1.6023506,0.08404061,0.3533667,0.49354246,-0.29815948,1.7526488,-0.48151794,-0.5792252,0.5686681,1.1870232,-0.74713975,0.25135657,-0.22721452,-0.2899103,0.42326885,-0.067655586,-0.92269176,0.8406122,-0.2933861,-1.5069516
Alisertib,-0.9146876,0.5067459,0.1644826,0.38467315,-0.056646716,-0.40242445,0.3926059,-1.1713779,-0.03585702,-0.16834135,-0.48236805,-2.672343,1.6775247,0.16728249,0.3623715,0.6043971,-0.28822032,1.8486133,-0.5298483,-0.63054883,0.6359855,1.2566041,-0.7680149,0.36199054,-0.22463675,-0.36647686,0.44462204,-0.10147126,-0.9728052,0.8928565,-0.3772722,-1.6254739
Alpelisib,-1.033367,0.5293454,0.089441985,0.3871557,-0.038352318,-0.3884331,0.3495549,-1.1701394,-0.0033791289,-0.132793,-0.53494275,-2.6883996,1.7340436,0.16030405,0.366882,0.560586,-0.32562923,1.8774402,-0.50573975,-0.6380022,0.67708296,1.278997,-0.75744563,0.39648306,-0.23115568,-0.4090261,0.45582822,-0.11596218,-0.9623657,0.8575293,-0.30432022,-1.6342286
AMG-319,-0.8434028,0.48013014,0.18519059,0.36479953,-0.0748124,-0.41210023,0.3651736,-1.1344901,-0.07086398,-0.19927484,-0.45383108,-2.6219187,1.632486,0.14128426,0.3622657,0.6051649,-0.27818325,1.7995805,-0.53288794,-0.61435044,0.5915087,1.2456151,-0.7794168,0.3030421,-0.20390081,-0.31268248,0.41474217,-0.08665944,-0.96321285,0.9067836,-0.39717668,-1.6013238
AMG900,-0.87073267,0.47916263,0.20403647,0.38834772,-0.06630518,-0.42036548,0.3664043,-1.1552366,-0.044417653,-0.19799085,-0.44844994,-2.6371765,1.627987,0.16298567,0.35900694,0.62599814,-0.26361686,1.8086975,-0.53793824,-0.6221032,0.60738,1.25311,-0.7836049,0.3283573,-0.22701119,-0.33821782,0.44909585,-0.09051758,-0.9816409,0.9009752,-0.39104438,-1.6007539
Amuvatinib,-0.92230856,0.49202523,0.17359343,0.36280486,-0.05044561,-0.4048014,0.34672275,-1.1395503,-0.046302743,-0.20422739,-0.47750455,-2.6580834,1.6678976,0.13853902,0.36738172,0.5801131,-0.2889213,1.8467937,-0.5402359,-0.62327284,0.6282615,1.253386,-0.7873918,0.3213595,-0.23390125,-0.34054574,0.45403934,-0.078953415,-0.9738406,0.91036403,-0.36889943,-1.6172405
Anastrozole,-0.91135305,0.4445201,0.09410816,0.3695359,-0.06377772,-0.37279472,0.26561216,-1.0453283,-0.012063918,-0.13798,-0.47623882,-2.4571931,1.5735378,0.13287894,0.3205836,0.5226695,-0.288955,1.7029034,-0.4379473,-0.5803818,0.5671046,1.1663458,-0.6876838,0.3263802,-0.21382314,-0.3441624,0.39501876,-0.115989156,-0.8941067,0.7586897,-0.27464235,-1.4672241
Apitolisib,-0.9956273,0.49868596,0.1312281,0.36522785,-0.040891115,-0.3880079,0.27857,-1.1260635,-0.031325493,-0.18958049,-0.49431255,-2.6399703,1.6789109,0.12262584,0.36342582,0.54878557,-0.31127107,1.8425567,-0.52332234,-0.61471725,0.6410106,1.2697934,-0.7841782,0.32678804,-0.24462476,-0.3522034,0.46727958,-0.090835296,-0.9554513,0.89048946,-0.31382254,-1.6055483
AR-42,-0.92918694,0.44448748,0.10789918,0.40220958,-0.07084713,-0.39588174,0.27854267,-1.0651613,0.0022210726,-0.11244892,-0.4723218,-2.4934864,1.6015116,0.12501156,0.29839012,0.5312843,-0.2679916,1.7309471,-0.40900356,-0.59109515,0.56106734,1.1854475,-0.69310915,0.34862244,-0.24106096,-0.35891902,0.41270533,-0.11909535,-0.8899049,0.75432104,-0.26888078,-1.4662718
Ara-G,-0.94668037,0.53990895,0.12527844,0.3438688,-0.050754316,-0.39451748,0.39546996,-1.1902568,-0.082837984,-0.1730242,-0.5022882,-2.724762,1.7440945,0.11058371,0.37172914,0.5765553,-0.31872666,1.9189928,-0.54256356,-0.6271323,0.6628539,1.3110306,-0.814977,0.34026033,-0.19842677,-0.32798636,0.4264082,-0.08637956,-0.95534,0.96174955,-0.37143892,-1.7035614
ARRY-520,-1.0158997,0.5056871,0.11856988,0.39455163,-0.043768257,-0.4041027,0.31202483,-1.148726,-0.003660479,-0.14294502,-0.50907266,-2.6651914,1.7047848,0.14805482,0.34564537,0.5643451,-0.30943173,1.8526028,-0.49556383,-0.626693,0.6507195,1.2700557,-0.7531702,0.37831834,-0.25518906,-0.40136212,0.46742448,-0.11832895,-0.9554114,0.8466098,-0.31889367,-1.6052866
AS601245,-0.9178527,0.48419884,0.17159083,0.39930153,-0.058849256,-0.41494468,0.35731146,-1.1575708,-0.02104605,-0.16653793,-0.46566024,-2.6258864,1.6370794,0.17090063,0.35261747,0.6132886,-0.2697349,1.8094875,-0.5171109,-0.62539154,0.6225731,1.2534399,-0.7673786,0.35720155,-0.23352715,-0.369854,0.45591366,-0.10039867,-0.9714283,0.8706526,-0.3547926,-1.5885605
AS605240,-0.9671335,0.5512478,0.17190734,0.36907724,-0.025037808,-0.41237485,0.44248205,-1.2197535,-0.028001063,-0.18719387,-0.49553066,-2.7499018,1.722768,0.18111478,0.39290965,0.62708914,-0.302029,1.9142992,-0.59076166,-0.64810604,0.71535766,1.282101,-0.79898536,0.38362852,-0.23133641,-0.4023359,0.48680973,-0.08130984,-1.0065002,0.95381474,-0.4175128,-1.7036561
ASLAN002,-0.9421126,0.5149586,0.15044957,0.39997804,-0.05587177,-0.40780196,0.393052,-1.186579,-0.018709479,-0.14736848,-0.49427053,-2.6787734,1.6887245,0.1846179,0.36185157,0.6149695,-0.29178616,1.8486186,-0.5293811,-0.6414309,0.6484651,1.2690967,-0.769253,0.38648298,-0.22987318,-0.3965459,0.45652184,-0.10943937,-0.9785294,0.8798043,-0.3631272,-1.630473
AST-1306,-0.9153162,0.49381778,0.1514284,0.40027994,-0.062329113,-0.4089628,0.3893586,-1.1664792,-0.0281023,-0.14253558,-0.48043787,-2.6453178,1.6621066,0.17591305,0.3481761,0.6048821,-0.27944684,1.8244598,-0.5081375,-0.6299295,0.62451494,1.2534866,-0.75532025,0.37210408,-0.23013477,-0.38052198,0.440496,-0.112233974,-0.9593011,0.86735874,-0.35934564,-1.5967696
AT-7519,-1.0721374,0.54973865,0.1347843,0.40824893,-0.013516041,-0.38823494,0.35926858,-1.2193561,0.011021568,-0.1561043,-0.52632976,-2.7283125,1.7350376,0.19000995,0.38015512,0.606769,-0.29851985,1.916839,-0.55467975,-0.64511824,0.7164939,1.3169824,-0.8089197,0.4130271,-0.2598437,-0.42901745,0.51934594,-0.101153225,-0.9996474,0.91281927,-0.2992038,-1.6742662
AT13148,-0.92928505,0.48034546,0.16810587,0.41496846,-0.06599068,-0.41990808,0.34305635,-1.1550752,-0.02423178,-0.15776928,-0.46334085,-2.6386259,1.650747,0.16051915,0.34043795,0.613685,-0.2601317,1.8222435,-0.4996815,-0.6201181,0.6115006,1.2670859,-0.7717329,0.3498994,-0.24778037,-0.36399984,0.45840904,-0.10757945,-0.9569403,0.8761882,-0.33737597,-1.5836887
AT7867,-0.93910605,0.46390823,0.1894021,0.3905146,-0.05156667,-0.41165635,0.2839052,-1.1065384,-0.029259844,-0.20798773,-0.451627,-2.5957887,1.6225432,0.13054827,0.3526604,0.5819165,-0.2527555,1.8053803,-0.5089733,-0.60221857,0.6028251,1.2487334,-0.79033595,0.2962353,-0.2596897,-0.32989636,0.47870266,-0.075702414,-0.95486826,0.8945317,-0.3223803,-1.5578562
Avagacestat,-1.0758586,0.5837532,0.10617482,0.43910524,-0.032522295,-0.41098008,0.45878485,-1.2886417,0.008958476,-0.09480585,-0.55993134,-2.8453703,1.8243182,0.22623308,0.3814415,0.6426198,-0.3184841,1.9828634,-0.5463816,-0.68144417,0.74105674,1.3539735,-0.7942359,0.47601813,-0.24498364,-0.47878253,0.4974456,-0.13913266,-1.0114586,0.91397476,-0.33878836,-1.7413719
AX15836,-0.9959606,0.48739877,0.13077457,0.37384105,-0.037867986,-0.3851726,0.27353808,-1.1090105,-0.018339667,-0.18383062,-0.49726203,-2.6170783,1.6703833,0.12662075,0.3518882,0.541459,-0.30030257,1.8328396,-0.50171846,-0.6125452,0.62949413,1.2438841,-0.76738393,0.33015043,-0.25240535,-0.35991517,0.46670893,-0.09238915,-0.95384306,0.8599579,-0.30057216,-1.5813552
Axitinib,-0.9063366,0.47875962,0.16587003,0.3967132,-0.06377145,-0.4149627,0.35681614,-1.1509758,-0.027418997,-0.16050021,-0.46344206,-2.6183689,1.635111,0.15874724,0.34250394,0.60807997,-0.26813442,1.8065065,-0.50718534,-0.6231073,0.6122309,1.2503313,-0.7649546,0.3523689,-0.23358202,-0.3610584,0.4443801,-0.1005457,-0.9600815,0.8673948,-0.35256022,-1.5837275
AZ191,-0.89069426,0.4465357,0.16476448,0.36923733,-0.06899759,-0.3969264,0.26537254,-1.070288,-0.0448594,-0.20078152,-0.44888622,-2.5424597,1.5945009,0.11360828,0.3391359,0.551257,-0.27674532,1.7544144,-0.48812172,-0.59211105,0.56543255,1.2126961,-0.7512695,0.28225747,-0.23639503,-0.30925962,0.43008783,-0.08806965,-0.93116283,0.8527707,-0.33119714,-1.5203059
AZ20,-0.9743321,0.50368464,0.15842888,0.38004693,-0.044981834,-0.39855117,0.3213084,-1.1536222,-0.037749488,-0.19856547,-0.48900563,-2.6880298,1.7023814,0.12630118,0.3616103,0.57658255,-0.2900687,1.8853523,-0.52499753,-0.6258984,0.63896006,1.278136,-0.7999742,0.3284331,-0.2455768,-0.344998,0.46900442,-0.0828732,-0.9782056,0.91468626,-0.33323833,-1.6339084
AZ6102,-0.88321966,0.45209324,0.16491131,0.3535232,-0.06812785,-0.3939008,0.26615775,-1.0626622,-0.050753724,-0.21277227,-0.45087197,-2.5302336,1.5949329,0.098318085,0.34552956,0.547233,-0.2754312,1.7561108,-0.49361947,-0.59010345,0.5656524,1.2103165,-0.7630295,0.26816502,-0.21835464,-0.28989127,0.41964823,-0.07004602,-0.93110985,0.8668176,-0.32267934,-1.5298525
AZ628,-0.8718599,0.44575006,0.13537878,0.37068078,-0.07503842,-0.3945431,0.3109151,-1.0702021,-0.029342594,-0.15621617,-0.46688962,-2.5084224,1.5855772,0.13548173,0.33252952,0.55180305,-0.27894047,1.727288,-0.46437255,-0.5950346,0.56351984,1.1846164,-0.7125917,0.31774905,-0.21250078,-0.33347812,0.39736012,-0.10284527,-0.91562515,0.803744,-0.3222842,-1.4989754
AZ960,-0.89822793,0.49052948,0.13401654,0.3716808,-0.06409721,-0.39346388,0.36238194,-1.1345663,-0.036598075,-0.15207137,-0.47897503,-2.5858881,1.6354768,0.15298395,0.3503959,0.5848775,-0.28906742,1.788836,-0.5085935,-0.6159064,0.61194956,1.2345091,-0.7522241,0.34808367,-0.20750791,-0.35572433,0.4192592,-0.09855656,-0.9398976,0.86180025,-0.3441177,-1.5796171
AZD0156,-0.93767595,0.4535001,0.13677323,0.37548926,-0.06645117,-0.3922787,0.22620112,-1.0618811,-0.029486021,-0.18826975,-0.46896684,-2.5487192,1.6182508,0.10926495,0.337401,0.5331167,-0.2947852,1.7593869,-0.4713206,-0.5912308,0.5730455,1.2178969,-0.7408277,0.29252458,-0.24117419,-0.32375225,0.43203375,-0.100037076,-0.9286745,0.8253462,-0.3016166,-1.5185683
AZD1152-HQPA,-0.9388521,0.46600774,0.10870202,0.39289063,-0.071215175,-0.3957475,0.27794358,-1.1014941,-0.023868222,-0.1371968,-0.4788423,-2.5700939,1.6370494,0.134692,0.32168755,0.5540919,-0.29554307,1.7720541,-0.45910257,-0.60515094,0.58456284,1.2328407,-0.7273516,0.34103134,-0.23601279,-0.35879278,0.4202779,-0.12614982,-0.92273754,0.8072028,-0.30275768,-1.5344746
AZD1208,-0.97253674,0.48603648,0.15990956,0.3620795,-0.03415919,-0.39702433,0.30200306,-1.1091574,-0.017164858,-0.20107204,-0.4740641,-2.6029294,1.6441271,0.11869523,0.35833532,0.5540057,-0.2824258,1.8248403,-0.5166512,-0.6023879,0.64058995,1.2343451,-0.77091855,0.31945738,-0.25047877,-0.34745887,0.4736425,-0.06987893,-0.9490638,0.88678235,-0.32687,-1.5743561
AZD1332,-0.9812432,0.5165813,0.13260075,0.40902317,-0.051579013,-0.40168056,0.3389341,-1.1842928,-0.01219423,-0.14785087,-0.49351487,-2.6727426,1.6925008,0.17560542,0.35001266,0.609861,-0.29727057,1.8491747,-0.52307606,-0.63570964,0.6515818,1.2861383,-0.77859145,0.38537487,-0.24332123,-0.3974508,0.4702202,-0.11748614,-0.9769596,0.8714774,-0.3302813,-1.6299998
AZD1390,-0.9487538,0.45625862,0.13117976,0.37314737,-0.061964817,-0.3869004,0.21795891,-1.0588169,-0.02506893,-0.19151981,-0.47330523,-2.542968,1.6179286,0.11199715,0.3409737,0.53071696,-0.2986751,1.7560468,-0.47379243,-0.58857757,0.578515,1.2164503,-0.74257886,0.29284677,-0.24057007,-0.32379785,0.43466616,-0.101201884,-0.930885,0.8210475,-0.29191265,-1.5187495
AZD1480,-0.96244544,0.53616315,0.15020056,0.4000908,-0.048528418,-0.40531293,0.39831877,-1.2231354,-0.031829853,-0.15519083,-0.4950861,-2.7175179,1.7090825,0.18662997,0.36929595,0.63703614,-0.29519787,1.8818265,-0.56033546,-0.6455944,0.6739016,1.3134555,-0.8075595,0.3907067,-0.22863393,-0.3943648,0.47216132,-0.10715111,-0.99116653,0.92664,-0.36270332,-1.6788379
AZD1775,-0.9137302,0.45187172,0.13950734,0.3667362,-0.06808479,-0.38808417,0.25012866,-1.0649698,-0.03462441,-0.18830806,-0.46646288,-2.5366807,1.605865,0.11158359,0.3381989,0.5374862,-0.29321313,1.7529676,-0.4776603,-0.59173715,0.5703481,1.2091389,-0.737268,0.29421997,-0.23129347,-0.3193059,0.4219718,-0.09677681,-0.9263381,0.8290762,-0.31164354,-1.5177547
AZD2014,-0.9345392,0.46991086,0.14480014,0.34612998,-0.05389366,-0.38232216,0.25069287,-1.068466,-0.045042425,-0.21099958,-0.46935087,-2.5563695,1.627289,0.09187761,0.3501881,0.52390456,-0.2969566,1.7859645,-0.49879378,-0.5927812,0.5900962,1.2203649,-0.76387304,0.27999726,-0.23102307,-0.30755314,0.43816492,-0.07405037,-0.9299869,0.8705058,-0.31386256,-1.5481758
AZD3514,-0.9947747,0.48035496,0.104875825,0.3517885,-0.04750671,-0.3810621,0.2620236,-1.0763553,-0.029499372,-0.17553215,-0.50987095,-2.6000686,1.6780094,0.10691387,0.35950518,0.5000329,-0.32274458,1.8160601,-0.48737553,-0.60683686,0.615778,1.2390524,-0.7519489,0.3126385,-0.24467218,-0.35199997,0.44632918,-0.09083347,-0.9246523,0.8534042,-0.29987097,-1.5580822
AZD3759,-0.9835192,0.5153898,0.13427272,0.38064194,-0.042209037,-0.3888239,0.33405784,-1.1576048,-0.023043646,-0.17126775,-0.5015658,-2.6597762,1.6919585,0.15464732,0.3651849,0.57755667,-0.30493626,1.8540214,-0.528889,-0.6285387,0.65201503,1.2690384,-0.7787157,0.35830072,-0.23400736,-0.37685066,0.46453544,-0.09818774,-0.96985054,0.8886384,-0.32678792,-1.6252187
AZD4205,-0.92325467,0.46517977,0.1332228,0.36526108,-0.06345697,-0.3869056,0.27259165,-1.0839977,-0.039266624,-0.18159561,-0.47381252,-2.5579624,1.6242795,0.11381694,0.3426863,0.5436944,-0.29276505,1.7764997,-0.48529074,-0.5979623,0.58469594,1.223949,-0.749662,0.30306545,-0.22488008,-0.32433116,0.4232956,-0.09334418,-0.92986846,0.8475906,-0.3103245,-1.5420051
AZD4547,-0.9268738,0.4491794,0.12085468,0.3697999,-0.064870566,-0.3843854,0.25134817,-1.0624255,-0.029607749,-0.16593157,-0.4617659,-2.5113046,1.5995588,0.10264369,0.32007334,0.5282937,-0.27904463,1.751718,-0.45617482,-0.58814806,0.5692241,1.2099566,-0.73606354,0.30273053,-0.23404706,-0.32214674,0.42128158,-0.093595006,-0.9052458,0.8222739,-0.28042585,-1.5035367
AZD4877,-0.9704752,0.45768416,0.12776287,0.4103466,-0.06329294,-0.40076166,0.24775362,-1.0895649,0.007476744,-0.15110971,-0.47838545,-2.5575116,1.6311041,0.13937743,0.31999755,0.55450755,-0.28036532,1.7684792,-0.44933763,-0.6044376,0.58531994,1.2245424,-0.73006207,0.34518114,-0.2522103,-0.36354947,0.44627196,-0.118344374,-0.93936515,0.7855793,-0.27447784,-1.5153278
AZD5363,-0.9798471,0.4879748,0.1269583,0.3813077,-0.047202926,-0.39208668,0.29643995,-1.124949,-0.026963066,-0.16669199,-0.49097583,-2.6210992,1.6673048,0.13440037,0.34925845,0.5612765,-0.29096308,1.8308005,-0.50036615,-0.61102504,0.62704957,1.2619462,-0.7722257,0.33614635,-0.24315871,-0.35748294,0.45544308,-0.10008975,-0.944429,0.8712445,-0.30124816,-1.5866665
AZD5438,-0.9790007,0.49548614,0.15336777,0.43262336,-0.05125443,-0.4086432,0.32903925,-1.1755584,-0.0005729975,-0.14589617,-0.48236337,-2.661942,1.6772199,0.17316648,0.33019635,0.6135689,-0.2710286,1.8448257,-0.4946009,-0.6292543,0.6326322,1.2718893,-0.76863414,0.38524574,-0.26225188,-0.39229333,0.47747833,-0.12313994,-0.9748414,0.8501272,-0.3141491,-1.5993664
