drug_name,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31
ABT737,-0.8395667,-1.4075458,0.07693283,0.115170166,0.021530341,-2.1145089,0.43292817,-0.120427676,-0.8406009,0.72517157,0.46789858,0.98496896,0.3853559,0.12274674,-0.5927553,0.3577085,-0.889769,-1.5135909,0.41411167,0.53311384,0.9002787,0.16025928,1.0907347,-0.17684962,0.40482354,-1.1233659,1.2595006,-0.9766859,-0.7859616,-1.3009793,-0.10732236,0.3774312
AC220,-0.8407568,-1.4168304,0.10595794,0.08753604,0.004114008,-2.0691962,0.43425125,-0.12116593,-0.8200324,0.733356,0.4658863,0.9516878,0.37390706,0.1307122,-0.5922423,0.34443694,-0.8633075,-1.4737747,0.39653748,0.4740097,0.8609685,0.16868314,1.0786434,-0.16273078,0.39982027,-1.1041594,1.2160883,-0.9541853,-0.7531234,-1.2431527,-0.122732855,0.35334024
ACY-1215,-0.7879467,-1.3859657,0.0917941,0.09161821,0.0319646,-1.9838982,0.37775514,-0.13229226,-0.8075326,0.70270497,0.43653738,0.9158571,0.35951203,0.14962474,-0.57623476,0.32265446,-0.82260096,-1.3981248,0.3751964,0.46577564,0.87040603,0.15570848,1.0154388,-0.13756607,0.37305382,-1.02668,1.1643353,-0.91350037,-0.7139353,-1.2037601,-0.12434141,0.32889667
ACY-738,-0.7959665,-1.3834393,0.09143112,0.10988863,0.002616459,-2.0139737,0.4320232,-0.10443594,-0.8135045,0.7132726,0.45381188,0.937206,0.36506826,0.13168426,-0.5587611,0.32527924,-0.8365892,-1.429023,0.37761742,0.45408878,0.825621,0.1708255,1.0437444,-0.17294344,0.36630505,-1.0639665,1.1690309,-0.94688016,-0.72092885,-1.2092998,-0.1277214,0.33378768
Afatinib,-0.8361306,-1.3628138,0.08418578,0.08894101,0.029056681,-2.0525424,0.40422824,-0.13010626,-0.8159857,0.71674764,0.47074255,0.9612914,0.37115094,0.0976374,-0.5801368,0.3318919,-0.8591449,-1.4959766,0.40498185,0.4951074,0.8767098,0.1566197,1.0981568,-0.16239373,0.40230024,-1.0965836,1.2335109,-0.95527,-0.7652811,-1.2617977,-0.09896506,0.3625499
Afuresertib,-0.8813526,-1.4060408,0.06562831,0.14327267,0.039480586,-2.2149534,0.50977355,-0.14689781,-0.86931586,0.73525816,0.48350966,1.0595635,0.3970285,0.09618025,-0.6283345,0.3807901,-0.96364933,-1.6092137,0.49178177,0.58886725,0.96231204,0.15818697,1.1696252,-0.20144045,0.4517267,-1.230322,1.3539999,-1.0455726,-0.8341079,-1.3929923,-0.069148935,0.4202019
AGI-5198,-0.81187814,-1.395401,0.10635361,0.068155326,0.018415466,-1.9956887,0.3740598,-0.10833844,-0.79977036,0.7176387,0.4595257,0.90865487,0.36446482,0.14221653,-0.5628689,0.32045853,-0.82369226,-1.4209762,0.3683766,0.46065497,0.82962656,0.15145127,1.0212717,-0.13901587,0.36273032,-1.0239432,1.1662716,-0.90341276,-0.73401374,-1.1978573,-0.13733968,0.325688
AGI-6780,-0.85557544,-1.3759025,0.07028727,0.13138404,0.029408334,-2.1700213,0.48308167,-0.14466284,-0.8495056,0.7194259,0.4874262,1.036019,0.39603528,0.08491225,-0.60433114,0.368908,-0.93580085,-1.5901101,0.46107954,0.5640555,0.9274706,0.1538901,1.1593919,-0.20000549,0.44220233,-1.1967806,1.3190079,-1.0205581,-0.8176486,-1.3570982,-0.06974752,0.4123676
AICA Ribonucleotide,-0.88381475,-1.2927314,0.03928071,0.097149394,0.07719296,-2.134232,0.37331858,-0.14891113,-0.84191394,0.7240415,0.5069441,1.0489516,0.39065266,-0.0058488157,-0.5862416,0.31978595,-0.9133299,-1.6537067,0.42607623,0.58288366,0.9489898,0.14846982,1.2221116,-0.20771529,0.44308898,-1.1719842,1.3467606,-1.0334048,-0.85990506,-1.3935776,-0.034592975,0.42340615
AICA_Ribonucleotide,-0.8838148,-1.2927314,0.03928071,0.097149394,0.077192955,-2.134232,0.37331867,-0.14891113,-0.841914,0.7240415,0.5069441,1.0489516,0.3906527,-0.005848822,-0.5862416,0.31978595,-0.9133299,-1.6537067,0.4260763,0.58288366,0.9489898,0.1484698,1.2221116,-0.20771529,0.44308898,-1.1719842,1.3467606,-1.0334048,-0.859905,-1.3935776,-0.034592982,0.42340615
AKT inhibitor VIII,-0.81197774,-1.45314,0.11039563,0.12115407,-0.03652284,-2.039864,0.50460005,-0.090199865,-0.8208705,0.75212556,0.44015574,0.92811096,0.36070925,0.1685766,-0.57683384,0.33199066,-0.8525285,-1.3961921,0.36325613,0.39776793,0.79952794,0.1934554,1.0320897,-0.19011691,0.36257017,-1.0858577,1.1280233,-0.9713225,-0.68423295,-1.1748381,-0.16900864,0.3169906
AKT_inhibitor_VIII,-0.81197774,-1.45314,0.11039563,0.12115407,-0.036522843,-2.039864,0.50460005,-0.09019986,-0.8208705,0.75212556,0.4401557,0.92811096,0.36070922,0.16857661,-0.57683384,0.3319907,-0.8525285,-1.3961921,0.3632561,0.39776796,0.79952794,0.19345538,1.0320896,-0.19011691,0.36257014,-1.0858576,1.1280231,-0.97132236,-0.68423295,-1.1748381,-0.16900863,0.3169906
Alectinib,-0.8456428,-1.387833,0.11605505,0.04107323,-0.018134393,-1.9917791,0.36368358,-0.083675995,-0.7838503,0.73894113,0.46977213,0.8843472,0.36457357,0.124883495,-0.5537172,0.31862077,-0.80374897,-1.4251864,0.33655486,0.42953256,0.78942156,0.1656658,1.0458118,-0.15251392,0.36845735,-1.0328305,1.1595781,-0.8920111,-0.73972386,-1.1743199,-0.1536277,0.32247508
Alisertib,-0.8003963,-1.3650366,0.08338526,0.13355826,0.005844172,-2.0610561,0.48583773,-0.12001765,-0.8232729,0.7073667,0.4583384,0.9749636,0.36826283,0.11432828,-0.5746097,0.33790892,-0.87728274,-1.4768829,0.41686782,0.4781441,0.84974486,0.17314643,1.082874,-0.19094333,0.39333764,-1.1179518,1.2147709,-0.9877592,-0.7343833,-1.246498,-0.1036072,0.3573739
Alpelisib,-0.84447324,-1.3240367,0.086435065,0.07538785,0.043429665,-2.0520198,0.3884234,-0.14942761,-0.80898666,0.71360266,0.47872537,0.9758574,0.37919608,0.0719348,-0.5796985,0.32030478,-0.87006915,-1.5275097,0.41293076,0.50738317,0.88831085,0.1456677,1.1279408,-0.16971835,0.41724387,-1.1100994,1.2575319,-0.9575175,-0.78744256,-1.2823441,-0.074248664,0.37735093
AMG-319,-0.79615015,-1.4181395,0.10151063,0.14149491,-0.011378099,-2.0381196,0.5329798,-0.117351,-0.8261267,0.7373219,0.43518978,0.9552127,0.35372227,0.153111,-0.5850367,0.3214003,-0.87390983,-1.4121935,0.39706758,0.40539402,0.8236121,0.19018328,1.0486299,-0.19527309,0.37225884,-1.1030377,1.1442993,-0.99905944,-0.67814904,-1.1896617,-0.14206022,0.32535875
AMG900,-0.79775447,-1.4510787,0.09739686,0.16352963,-0.022729443,-2.0928206,0.56313074,-0.10545944,-0.844226,0.72907597,0.44217286,0.974275,0.36645475,0.16721615,-0.5958963,0.36007413,-0.8939609,-1.4366186,0.41687766,0.45346132,0.84238297,0.19548193,1.0496197,-0.20153537,0.3856069,-1.1425693,1.1813536,-1.0086535,-0.70465535,-1.2309726,-0.14220473,0.34466314
Amuvatinib,-0.8336323,-1.4119699,0.09143351,0.11978207,-0.023889232,-2.0987587,0.47941136,-0.08803399,-0.83316165,0.731672,0.47505578,0.9691249,0.37961003,0.11986475,-0.5747246,0.35645235,-0.87136054,-1.493983,0.3910075,0.4847555,0.8306019,0.18992501,1.0893555,-0.20184255,0.3885441,-1.133667,1.2229323,-0.98438424,-0.75948745,-1.2541305,-0.13091789,0.36126366
Anastrozole,-0.7597563,-1.3134862,0.110459834,0.07183314,0.027770787,-1.922654,0.36516836,-0.1398276,-0.7708611,0.6842254,0.4268254,0.9006779,0.35939813,0.14413077,-0.55442053,0.29570058,-0.81257194,-1.3712268,0.3718851,0.4336228,0.82345366,0.15175298,0.99500275,-0.13617195,0.35905835,-0.98738897,1.1468834,-0.8874888,-0.6889801,-1.1555341,-0.10795071,0.31543472
Apitolisib,-0.8709028,-1.4065685,0.090495914,0.07380802,0.0057483474,-2.0781393,0.39747223,-0.0944748,-0.8220197,0.7397852,0.49031237,0.9522001,0.37475535,0.08935923,-0.57709414,0.34418508,-0.8513988,-1.5159545,0.3858139,0.5023829,0.85313296,0.17380345,1.1094079,-0.16975191,0.3960959,-1.1176655,1.2394615,-0.956069,-0.7963478,-1.2719216,-0.119105354,0.3663705
AR-42,-0.78036755,-1.349767,0.09422698,0.08807752,0.038169336,-1.9633869,0.3679645,-0.1369028,-0.7950689,0.69593793,0.43296298,0.9146983,0.3619598,0.144349,-0.5712395,0.3102108,-0.8220713,-1.395427,0.37262014,0.4565191,0.85901284,0.14429517,1.009723,-0.13765176,0.3689673,-1.0054696,1.1589226,-0.90415,-0.7062496,-1.1919324,-0.11742616,0.322477
Ara-G,-0.8666729,-1.3342535,0.073757306,0.09089674,0.033942822,-2.045615,0.40925688,-0.11732016,-0.81247294,0.7483362,0.47125396,0.9834803,0.35800058,0.038393516,-0.5757189,0.2907328,-0.8645722,-1.5340528,0.38021508,0.45479602,0.8543762,0.16904734,1.1472554,-0.1965029,0.39562553,-1.1153536,1.2192332,-1.0114515,-0.7652093,-1.2637362,-0.09282822,0.35587165
ARRY-520,-0.84046406,-1.3609817,0.06897132,0.095534675,0.037103534,-2.0685549,0.38927767,-0.13137332,-0.8290443,0.71430945,0.47529736,0.9656252,0.37917548,0.09870758,-0.57605636,0.33380762,-0.85670304,-1.5062762,0.4020508,0.51673776,0.8972105,0.14363173,1.1050197,-0.16845936,0.40640214,-1.0982289,1.2440095,-0.9549756,-0.78325844,-1.2819232,-0.09909662,0.37030908
AS601245,-0.8011756,-1.42074,0.090309255,0.15209869,-0.0042822845,-2.085113,0.5217959,-0.11475577,-0.83706146,0.7195777,0.44369152,0.9779109,0.37130535,0.15393494,-0.5916065,0.35543066,-0.8914108,-1.452099,0.42321974,0.47995296,0.85722655,0.17944285,1.0526147,-0.1918721,0.3869939,-1.1287473,1.2032012,-0.9928394,-0.7268264,-1.2485634,-0.1216311,0.35617864
AS605240,-0.8339102,-1.3337051,0.058775365,0.15791148,-0.010526152,-2.1276479,0.5388906,-0.10631749,-0.84022015,0.7110228,0.4794915,1.00717,0.38422188,0.08309391,-0.5669995,0.35739103,-0.9074887,-1.5406808,0.4263613,0.53043413,0.8525017,0.16750282,1.1304387,-0.25153315,0.4174084,-1.1916223,1.2544839,-1.0192559,-0.7904479,-1.2997003,-0.09629373,0.4002836
ASLAN002,-0.80041194,-1.3671403,0.07853327,0.14181513,0.022714963,-2.072895,0.49537224,-0.1358851,-0.8303483,0.70415854,0.45617098,0.9853562,0.36713937,0.12450193,-0.58259207,0.34076688,-0.88981205,-1.478913,0.43671003,0.49134773,0.8742452,0.15835112,1.0805088,-0.1859341,0.3993187,-1.1195178,1.2217238,-0.9898297,-0.7364888,-1.259233,-0.099842824,0.36279804
AST-1306,-0.78894156,-1.3754027,0.08398503,0.14011082,0.013193227,-2.0587533,0.48583737,-0.12605146,-0.8251304,0.70309156,0.44997123,0.9776953,0.37022468,0.13074236,-0.579251,0.3414281,-0.8816456,-1.4623342,0.4223716,0.482893,0.8607557,0.17021216,1.0635887,-0.18292442,0.3876591,-1.1069006,1.2095513,-0.98440814,-0.72475994,-1.2460698,-0.10547756,0.35399416
AT-7519,-0.8785809,-1.3711735,0.069713734,0.105165504,0.026891751,-2.1486075,0.45685232,-0.11966609,-0.83382773,0.72490805,0.49449694,1.0050006,0.38300988,0.07211887,-0.59365743,0.36847264,-0.91676605,-1.5853447,0.446649,0.5752658,0.90318155,0.15340006,1.1463591,-0.19317792,0.43465558,-1.1822673,1.3101625,-0.99148893,-0.835755,-1.3473935,-0.083284825,0.4127384
AT13148,-0.82155937,-1.4461632,0.0862834,0.13644706,0.012538084,-2.0938392,0.492988,-0.113576144,-0.8494391,0.73568827,0.45292056,0.9791859,0.36853552,0.15072812,-0.59493524,0.34843954,-0.88618827,-1.4596769,0.41416752,0.48131654,0.87881184,0.17908269,1.0652022,-0.18354791,0.38536584,-1.1222247,1.2076993,-0.9973948,-0.7351725,-1.262829,-0.13232405,0.34613168
AT7867,-0.85488003,-1.4785668,0.08979243,0.11714662,-0.019479519,-2.1094673,0.48590252,-0.07141866,-0.8473709,0.7562821,0.4707283,0.9506965,0.37047493,0.14803037,-0.58364064,0.3624458,-0.8701923,-1.464366,0.3821458,0.4832474,0.8434148,0.19027543,1.0677104,-0.19454958,0.38054696,-1.1321306,1.1976551,-0.980033,-0.75885206,-1.2587467,-0.1656547,0.34780404
Avagacestat,-0.8495649,-1.3399874,0.056888193,0.12920208,0.062149245,-2.1457283,0.4631947,-0.17193216,-0.8517372,0.7143602,0.48819402,1.0496825,0.38880074,0.059008457,-0.60113037,0.34260955,-0.93491775,-1.598599,0.47159564,0.56096953,0.95346224,0.1478146,1.1829462,-0.19802678,0.44541717,-1.1902092,1.321851,-1.034941,-0.8135331,-1.3653581,-0.045427583,0.41387916
AX15836,-0.8540584,-1.3868233,0.08877235,0.07332665,0.004530588,-2.0696943,0.38984054,-0.09947359,-0.81627905,0.7257924,0.48617467,0.9422423,0.3769533,0.101254195,-0.5701311,0.34709445,-0.8475227,-1.5042382,0.3803375,0.5115594,0.8524969,0.16278972,1.091745,-0.16946127,0.39928514,-1.0975837,1.2363479,-0.9358491,-0.7919717,-1.2631139,-0.120162204,0.36822358
Axitinib,-0.79197395,-1.412364,0.08497428,0.15044715,0.0012437488,-2.0722106,0.49828574,-0.11410056,-0.83188426,0.7135334,0.44106668,0.97249216,0.36965352,0.14925554,-0.59019774,0.35252562,-0.8840651,-1.4499385,0.41028756,0.4792196,0.86107963,0.17872488,1.0463125,-0.18439817,0.38425288,-1.1073859,1.1977679,-0.9893072,-0.7169662,-1.2426716,-0.12507357,0.35019636
AZ191,-0.81831545,-1.4376231,0.104583375,0.09793843,-0.014783998,-2.0308375,0.44207025,-0.0891795,-0.8169895,0.73361254,0.45628533,0.9203374,0.36280933,0.15061769,-0.57163155,0.33890247,-0.83702946,-1.4182752,0.3682815,0.4442541,0.8171222,0.18190546,1.0312365,-0.16535218,0.36429596,-1.0697031,1.1606287,-0.9418061,-0.72247446,-1.1978444,-0.15297116,0.32819998
AZ20,-0.8702432,-1.424881,0.085257895,0.09612082,-0.0068749418,-2.121981,0.4419235,-0.09240208,-0.83954537,0.7529493,0.48687175,0.9728469,0.38280088,0.10223713,-0.58481544,0.35140294,-0.8791265,-1.5269507,0.38156682,0.5022709,0.8617641,0.18556361,1.1206034,-0.19869849,0.40211833,-1.141663,1.2457546,-0.9887615,-0.790558,-1.286851,-0.1312467,0.37283522
AZ6102,-0.8271075,-1.4254822,0.109007485,0.09021748,-0.011398813,-2.01643,0.44307774,-0.09252144,-0.8096893,0.74704796,0.44730935,0.91563815,0.35659868,0.14599794,-0.57587135,0.31941986,-0.83825845,-1.4105545,0.3555351,0.41839284,0.8103571,0.18276486,1.0335546,-0.17294183,0.362599,-1.0623275,1.1433243,-0.9482249,-0.7093308,-1.1822407,-0.16044162,0.31794935
AZ628,-0.76014894,-1.3598357,0.1095101,0.10688296,0.006102598,-1.9682317,0.4332547,-0.12394863,-0.791616,0.6979385,0.42838776,0.9215975,0.36060643,0.15892787,-0.5617509,0.31240392,-0.8354562,-1.3810608,0.38008067,0.42549172,0.81365496,0.16387576,0.99851036,-0.15663385,0.3567744,-1.0213959,1.1419876,-0.9252281,-0.6797215,-1.1634953,-0.12488769,0.31527153
AZ960,-0.77952945,-1.3438642,0.090580136,0.122775674,0.02535906,-2.000744,0.46011022,-0.12756556,-0.80316746,0.70252347,0.43833515,0.95360446,0.35162228,0.12728968,-0.5658825,0.30992287,-0.86188245,-1.4289472,0.4063957,0.45128486,0.8364147,0.16137816,1.0382254,-0.17426406,0.3704921,-1.0604613,1.1723375,-0.96466225,-0.70366836,-1.2045105,-0.11026771,0.33481058
AZD0156,-0.8367388,-1.4273667,0.10673848,0.06668465,0.0041750544,-2.0202367,0.39341855,-0.111749075,-0.8130211,0.7396224,0.46134835,0.90941536,0.3641017,0.14418201,-0.5785312,0.32621858,-0.8250373,-1.4227382,0.3634207,0.43960163,0.84305793,0.16813478,1.0505182,-0.14595817,0.37828374,-1.0545124,1.1681384,-0.9217253,-0.7301282,-1.2000549,-0.14711298,0.32774383
AZD1152-HQPA,-0.8040617,-1.3896021,0.09504447,0.08770785,0.03620572,-2.0063777,0.38465518,-0.1398808,-0.8127315,0.7156941,0.445383,0.93528616,0.36214048,0.139891,-0.5816434,0.316812,-0.8358768,-1.4246787,0.38693598,0.45561495,0.87580603,0.15734296,1.0451702,-0.13832453,0.37739104,-1.0416286,1.1811858,-0.93417656,-0.71779495,-1.2135277,-0.1182411,0.3313092
AZD1208,-0.8557505,-1.3831079,0.07562671,0.10077582,-0.014562702,-2.082511,0.43420303,-0.07439905,-0.8191848,0.7306264,0.47850087,0.94471467,0.37943608,0.10270115,-0.56060994,0.3522037,-0.85542876,-1.4948759,0.369027,0.5111263,0.8302214,0.16582882,1.0831257,-0.20575543,0.3888864,-1.1171813,1.2157098,-0.95422435,-0.7897551,-1.261538,-0.13628739,0.36888316
AZD1332,-0.8281629,-1.3975061,0.082963884,0.120856,0.040648565,-2.0881495,0.46518567,-0.14041,-0.843258,0.7203179,0.46436125,0.9850341,0.36371958,0.12567061,-0.599457,0.34016395,-0.8900851,-1.4952054,0.43890613,0.5085357,0.9048486,0.16170925,1.090265,-0.171037,0.4055628,-1.1223375,1.2447549,-0.9871032,-0.7592091,-1.2809099,-0.1069263,0.36404827
AZD1390,-0.83943206,-1.4205964,0.1139353,0.056345854,0.013416618,-2.0152123,0.39426395,-0.1202033,-0.8085293,0.73808056,0.46547613,0.90289354,0.3599645,0.1434217,-0.58322304,0.32091784,-0.8301448,-1.4265517,0.37066486,0.44196188,0.845463,0.16018863,1.0501881,-0.1417032,0.38417292,-1.0528427,1.1692963,-0.9150488,-0.73424816,-1.1968523,-0.14750092,0.32759133
AZD1480,-0.82830614,-1.3933076,0.07760704,0.14292993,0.034211706,-2.1056702,0.51426965,-0.13157861,-0.8479827,0.72721344,0.4646128,1.0086097,0.35984656,0.10999169,-0.59634936,0.33710882,-0.9140361,-1.5145086,0.45088112,0.50684005,0.8912823,0.17398553,1.1056092,-0.19705963,0.40276954,-1.1543088,1.2476956,-1.0254651,-0.75950426,-1.2925447,-0.10135078,0.3709357
AZD1775,-0.8165272,-1.4087363,0.107274845,0.07732112,0.0028815744,-2.0046637,0.40174446,-0.10807386,-0.8050848,0.7263148,0.45499888,0.914681,0.36038962,0.14117655,-0.56958175,0.32479545,-0.8252781,-1.4176576,0.36749998,0.44177938,0.82786906,0.17019972,1.035012,-0.1491387,0.36898068,-1.0472916,1.1644266,-0.923471,-0.72229475,-1.1917603,-0.13911974,0.32756665
AZD2014,-0.85543793,-1.3964969,0.09582103,0.064564854,-0.0059896796,-2.019905,0.38891178,-0.08457007,-0.803177,0.7395412,0.47349155,0.91166556,0.3617431,0.10203728,-0.5639545,0.32584003,-0.8200918,-1.4552886,0.35266632,0.45409536,0.81527483,0.17503208,1.0708975,-0.16598912,0.3752877,-1.0733196,1.1783571,-0.93033063,-0.7567123,-1.2118577,-0.14082228,0.33893538
AZD3514,-0.86265475,-1.3667176,0.09044947,0.044762604,0.01216417,-2.022225,0.33594853,-0.09385879,-0.8009046,0.7307954,0.49410602,0.9229259,0.3709966,0.078012854,-0.5478351,0.32013303,-0.8138283,-1.4930172,0.3618236,0.48358774,0.82856244,0.1564894,1.0979313,-0.1563817,0.38010308,-1.0666155,1.2140958,-0.91658276,-0.79081094,-1.240358,-0.1173392,0.3514614
AZD3759,-0.84486717,-1.3696151,0.08386007,0.09641133,0.01991839,-2.0704556,0.43519512,-0.11962813,-0.81811446,0.7219469,0.47535992,0.96658105,0.36931598,0.09371855,-0.57861876,0.33812872,-0.8728273,-1.5079145,0.41188943,0.50229335,0.8643319,0.1589557,1.1014737,-0.17719276,0.40227526,-1.1185577,1.2367802,-0.96738803,-0.77641034,-1.2688147,-0.102554835,0.37044963
AZD4205,-0.82237333,-1.3973981,0.10518049,0.07878807,0.008203908,-2.012325,0.40443036,-0.110357255,-0.8032125,0.7293865,0.45634958,0.9270761,0.362082,0.12642452,-0.57337177,0.32167482,-0.8381018,-1.4372525,0.36936033,0.44737074,0.83157325,0.16973841,1.0473696,-0.15634178,0.37265158,-1.0559461,1.1739994,-0.93668294,-0.7291987,-1.2039362,-0.13131127,0.33312792
AZD4547,-0.8197832,-1.3929114,0.098902725,0.07497356,0.01713937,-2.0011373,0.36691782,-0.099096455,-0.8001639,0.7255537,0.45063776,0.91897625,0.36185682,0.13024886,-0.5682881,0.3189479,-0.8263995,-1.4295194,0.35987225,0.46080136,0.8347777,0.16569561,1.028682,-0.14621367,0.35909644,-1.0289835,1.1760817,-0.922571,-0.73414636,-1.2065434,-0.13618487,0.32622662
AZD4877,-0.8245773,-1.4211091,0.10756952,0.0868188,0.027315909,-2.0430593,0.4053479,-0.13748142,-0.82357496,0.7270312,0.4482826,0.9377045,0.3709454,0.16613774,-0.600116,0.33509025,-0.85223967,-1.4344503,0.40258884,0.46971273,0.88514775,0.15167187,1.0401063,-0.13480608,0.38920715,-1.058602,1.2038801,-0.9270774,-0.73293394,-1.2276391,-0.12996781,0.33434975
AZD5363,-0.8472889,-1.4011694,0.089568585,0.08649926,0.016375829,-2.0647557,0.4012868,-0.10919129,-0.821296,0.73503345,0.46928185,0.9604436,0.37294814,0.10609234,-0.5812183,0.3365222,-0.85740757,-1.4919919,0.38669273,0.49094102,0.8645698,0.17052509,1.0874214,-0.16646908,0.3884161,-1.0958812,1.2264748,-0.9614707,-0.7676404,-1.2620714,-0.11602897,0.35506806
AZD5438,-0.8214274,-1.4269874,0.0815468,0.13000205,0.024069577,-2.1143222,0.47571346,-0.130086,-0.85608375,0.72193086,0.4650888,0.9837777,0.3763685,0.14590396,-0.60214734,0.35859054,-0.8974704,-1.4900435,0.42448175,0.52533275,0.90998787,0.1724814,1.0788331,-0.18292345,0.40728474,-1.1290812,1.247693,-0.98715824,-0.7659092,-1.2916329,-0.11966415,0.37127194
AZD5582,-0.8506098,-1.317061,0.10720764,0.0060312753,0.033552647,-1.9566834,0.26042742,-0.11666798,-0.7643049,0.7242476,0.46789005,0.89110184,0.37097332,0.081347875,-0.5579133,0.29044145,-0.7943452,-1.4609692,0.32342467,0.45583674,0.829845,0.13907963,1.0646428,-0.12874605,0.3788839,-0.9941056,1.1846732,-0.8697956,-0.76239747,-1.1985208,-0.117725514,0.3327753
