drug_name,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31
ACY-1215,-0.29124248,-1.4930713,-0.21201457,0.69828916,-0.34793198,0.026190724,0.59167665,0.20706661,-0.33541292,-1.1662567,-0.40377843,0.49203613,0.37435055,0.4639362,-0.85846126,-0.78151035,0.12627529,0.067804374,0.8103581,-1.4539918,0.35860008,-0.6542438,-0.71409637,-0.88481915,-0.024179569,0.051324107,-1.8113364,-1.4051052,0.4036771,0.18047766,1.0355319,0.3875697
ACY-738,-0.3199278,-1.5856595,-0.21468,0.71892107,-0.3327403,0.028496083,0.6480982,0.24328193,-0.3354605,-1.207906,-0.3788699,0.5706786,0.36005023,0.4997149,-0.8890282,-0.8120583,0.15627578,0.04837462,0.83938754,-1.4393482,0.4123811,-0.688587,-0.6756692,-0.8998354,-0.05281942,0.0054484033,-1.8206756,-1.4321389,0.3733515,0.23569624,1.0334227,0.3880562
Afatinib,-0.32357958,-1.624966,-0.22926402,0.7640859,-0.3575278,0.008575571,0.66677386,0.23457587,-0.31877446,-1.2645196,-0.38075715,0.5333861,0.39667565,0.485839,-0.89561886,-0.80542487,0.16889717,0.081286855,0.8764163,-1.4956223,0.40013447,-0.75618964,-0.71072096,-0.93175787,-0.035734087,-0.002360408,-1.8640512,-1.4780351,0.38137427,0.2130205,1.0951236,0.41159326
Afuresertib,-0.33619612,-1.7907197,-0.24449998,0.83070326,-0.37694377,-0.005888587,0.8040376,0.24930763,-0.28760162,-1.456555,-0.33453888,0.583952,0.43656546,0.4344005,-0.8994453,-0.852625,0.17558502,0.1383035,0.9355092,-1.5806975,0.42325675,-0.944722,-0.7075001,-1.0250561,-0.024442378,-0.09797302,-1.9611177,-1.6108907,0.39220646,0.26793894,1.2052575,0.4414634
AGI-5198,-0.3072673,-1.4976077,-0.21285497,0.70040375,-0.35625497,0.02789502,0.5822451,0.2117314,-0.3467102,-1.1342859,-0.42071,0.5151998,0.36264983,0.5155446,-0.89616793,-0.7891544,0.14404011,0.043796014,0.8049092,-1.4553022,0.38006714,-0.608729,-0.7268229,-0.8726335,-0.046143714,0.06823522,-1.8218739,-1.395563,0.4041656,0.18633346,1.0133243,0.37473625
AGI-6780,-0.35411993,-1.7753618,-0.25027996,0.8272487,-0.36533156,-0.011650528,0.78559434,0.26128668,-0.29356745,-1.4291102,-0.3260013,0.5844979,0.4273819,0.4605926,-0.9182859,-0.842636,0.18957798,0.12442504,0.93137413,-1.5521183,0.43182856,-0.9114837,-0.69990546,-1.0038127,-0.03284573,-0.094544664,-1.9442031,-1.5936543,0.38073888,0.26428738,1.1748233,0.45037496
AICA Ribonucleotide,-0.34707683,-1.790174,-0.2765873,0.8814158,-0.38585255,-0.026538592,0.8021784,0.2413088,-0.2896961,-1.4259071,-0.3382604,0.5348616,0.45736217,0.47789058,-0.913131,-0.789427,0.17919816,0.15967436,0.95985514,-1.6054199,0.42925456,-0.9417579,-0.7500128,-1.0172871,-0.011884621,-0.0649205,-1.9741305,-1.6095325,0.40672073,0.21177855,1.1967924,0.42676604
AICA_Ribonucleotide,-0.34707683,-1.790174,-0.27658728,0.8814158,-0.38585255,-0.0265386,0.80217844,0.24130878,-0.2896961,-1.4259071,-0.33826044,0.5348616,0.4573622,0.47789058,-0.91313094,-0.789427,0.17919816,0.15967435,0.95985526,-1.6054199,0.42925465,-0.94175774,-0.75001293,-1.0172871,-0.0118846,-0.06492053,-1.9741305,-1.6095325,0.40672073,0.21177855,1.1967925,0.426766
AKT inhibitor VIII,-0.31196588,-1.6025931,-0.19952986,0.6908439,-0.309467,0.047088917,0.6507743,0.24716595,-0.35980275,-1.1908106,-0.41633755,0.63762945,0.3357526,0.52665293,-0.8927663,-0.85821795,0.15142436,0.011518945,0.8382809,-1.4127184,0.4420037,-0.66049945,-0.6436185,-0.90613145,-0.0714668,0.008829142,-1.81465,-1.4182941,0.36443782,0.27056852,1.031802,0.3708804
AKT_inhibitor_VIII,-0.31196588,-1.6025928,-0.19952987,0.6908439,-0.309467,0.047088914,0.65077436,0.24716595,-0.35980275,-1.1908107,-0.41633755,0.6376295,0.3357526,0.5266529,-0.8927665,-0.8582181,0.15142436,0.011518947,0.83828074,-1.4127183,0.4420037,-0.66049945,-0.64361864,-0.90613145,-0.07146681,0.008829154,-1.8146498,-1.4182941,0.36443782,0.27056855,1.031802,0.3708804
Alectinib,-0.32880387,-1.5037005,-0.20818073,0.6956283,-0.36221877,0.026708635,0.5664416,0.22663607,-0.36376104,-1.1112853,-0.44582918,0.531791,0.35567322,0.55754924,-0.9187133,-0.8025906,0.17149204,0.009293094,0.8264449,-1.4423289,0.39172736,-0.58672893,-0.7212874,-0.8551685,-0.06832685,0.07940035,-1.815681,-1.3846774,0.36663288,0.18492526,1.0197811,0.3728546
Alisertib,-0.3192581,-1.6869574,-0.22200193,0.7539774,-0.32846504,0.022816116,0.7210961,0.25668153,-0.31854764,-1.3196554,-0.34280673,0.6010816,0.3750626,0.4641906,-0.8807705,-0.8395468,0.17064929,0.07623067,0.8889319,-1.4555029,0.43541583,-0.81090415,-0.6456274,-0.9496884,-0.046776943,-0.066845305,-1.8374401,-1.4969249,0.35014042,0.26221302,1.0983188,0.41407844
Alpelisib,-0.34142348,-1.6472071,-0.25551146,0.79627746,-0.36446238,-0.012525798,0.6950102,0.23479119,-0.29968026,-1.3098825,-0.3613299,0.5212489,0.4167822,0.47316065,-0.8956106,-0.7853641,0.1730166,0.10773761,0.8944891,-1.507044,0.40076384,-0.8112823,-0.71894157,-0.9514497,-0.025709854,-0.027372079,-1.8843302,-1.5130564,0.38545847,0.20775057,1.1194243,0.42507073
AMG-319,-0.30182436,-1.6556338,-0.20970047,0.716764,-0.295106,0.04012854,0.70053905,0.24968801,-0.33066672,-1.2634224,-0.379953,0.6453958,0.34739372,0.48101085,-0.8646812,-0.8552909,0.14546995,0.044635285,0.86288404,-1.4097041,0.45138493,-0.75262517,-0.61446685,-0.9431375,-0.055529747,-0.04239228,-1.80858,-1.4501195,0.36051157,0.2884967,1.0639535,0.3855383
AMG900,-0.3049182,-1.6828537,-0.20337938,0.71819943,-0.31116855,0.04162471,0.7196493,0.25680122,-0.33507818,-1.297284,-0.36342156,0.65479887,0.35080755,0.47001627,-0.87973166,-0.8765208,0.1557638,0.04813144,0.86690044,-1.4341723,0.4484722,-0.77400404,-0.619685,-0.946696,-0.06272917,-0.06279313,-1.8305138,-1.4780818,0.3548011,0.29759303,1.0812953,0.39528915
Amuvatinib,-0.33957934,-1.6810905,-0.21395318,0.7463365,-0.34376124,0.024009101,0.69459647,0.26839292,-0.3444389,-1.2791742,-0.37256122,0.61324185,0.3670796,0.5215362,-0.92504424,-0.8567201,0.1870842,0.040705662,0.8841781,-1.4738426,0.43533066,-0.7524048,-0.6701304,-0.92352074,-0.07476229,-0.033091914,-1.8650266,-1.4872671,0.35331208,0.25577435,1.0851024,0.40510514
Anastrozole,-0.2894832,-1.4798343,-0.22035974,0.68627393,-0.32948545,0.015621898,0.5823591,0.21638274,-0.323317,-1.1616515,-0.3808839,0.47685042,0.36469862,0.4510052,-0.84966177,-0.7623598,0.1331245,0.06902772,0.8095321,-1.4038681,0.35812792,-0.6624735,-0.67953205,-0.87150973,-0.018551579,0.024481475,-1.7562331,-1.383813,0.3829481,0.17139958,1.0246621,0.39909112
Apitolisib,-0.34286842,-1.613457,-0.22304785,0.7612991,-0.37658486,0.019986343,0.6468822,0.24066313,-0.34356564,-1.2199285,-0.41286343,0.55388796,0.38680294,0.537258,-0.93401164,-0.82194346,0.18115409,0.043101765,0.86923254,-1.5133802,0.40802893,-0.6986473,-0.73993313,-0.9088081,-0.06317838,0.03345646,-1.8901285,-1.4672568,0.38486513,0.21263464,1.0736045,0.38957548
AR-42,-0.28749743,-1.5003837,-0.21628542,0.6997557,-0.34057415,0.020726463,0.5959825,0.21116915,-0.3262661,-1.1675047,-0.39409232,0.486594,0.37093756,0.46410263,-0.85273093,-0.76899236,0.121034406,0.07386507,0.80984247,-1.4426056,0.35867894,-0.6619987,-0.70077854,-0.88148904,-0.021777973,0.043860305,-1.7979958,-1.39883,0.404511,0.1783851,1.0309174,0.38480416
Ara-G,-0.31637797,-1.7020395,-0.24792548,0.7984855,-0.33887956,0.008621397,0.73414373,0.23054901,-0.3206963,-1.289448,-0.39696828,0.59293973,0.39750236,0.50866556,-0.8829301,-0.805847,0.15931371,0.083976805,0.9140967,-1.4955207,0.4518667,-0.8082827,-0.69111747,-0.9704238,-0.038399357,-0.019533163,-1.8757662,-1.4961909,0.37879652,0.23573253,1.1177399,0.37244427
ARRY-520,-0.3237263,-1.6199343,-0.22753799,0.7762239,-0.37419775,0.006144311,0.6697381,0.22989063,-0.31620178,-1.2760994,-0.3805714,0.51920664,0.40167886,0.47121805,-0.8935356,-0.8025587,0.16239631,0.089474104,0.8856171,-1.5099376,0.39252388,-0.77006465,-0.72466844,-0.9291605,-0.042508632,-0.005635667,-1.8858936,-1.4905814,0.37659198,0.19564942,1.1118721,0.40560576
AS601245,-0.30895856,-1.6647897,-0.21266648,0.7305054,-0.3240535,0.028207807,0.7091129,0.25227115,-0.32124484,-1.2975754,-0.3560476,0.6108779,0.365499,0.45946485,-0.8794833,-0.8513485,0.15509808,0.06442713,0.86367756,-1.4538842,0.42437243,-0.77955663,-0.6451503,-0.94188154,-0.05053689,-0.05445756,-1.8383206,-1.4799606,0.36968747,0.2721244,1.0857631,0.4040163
AS605240,-0.35477328,-1.7909548,-0.22171378,0.8036786,-0.33439663,-0.011662255,0.80386895,0.28179383,-0.29175264,-1.4165579,-0.302274,0.63858473,0.38657096,0.46724707,-0.9039037,-0.8548688,0.21104737,0.09616731,0.93612456,-1.4659121,0.45706484,-0.9249468,-0.61565536,-0.9678635,-0.07715626,-0.14871706,-1.8641237,-1.5441434,0.30811006,0.28738832,1.160399,0.4274659
ASLAN002,-0.31896126,-1.6927661,-0.22713815,0.7639148,-0.32824466,0.014556441,0.73020995,0.25383458,-0.29831323,-1.3394933,-0.33504152,0.59454226,0.3850767,0.44541657,-0.8709084,-0.8339522,0.1668019,0.089980386,0.889566,-1.4604088,0.42883053,-0.8356008,-0.6447209,-0.9613888,-0.03978898,-0.07585652,-1.8442099,-1.5058954,0.36065346,0.27068636,1.1086053,0.42300606
AST-1306,-0.31334662,-1.6694636,-0.22117312,0.74581224,-0.32252333,0.021799684,0.7129577,0.25366926,-0.31447515,-1.3075786,-0.3397715,0.5909819,0.37526453,0.45578513,-0.8767522,-0.8327091,0.16023935,0.0802881,0.87216944,-1.454286,0.42487365,-0.7954572,-0.6478328,-0.9448369,-0.03956414,-0.059116643,-1.834103,-1.4875009,0.36854172,0.26261202,1.0841428,0.41488278
AT-7519,-0.3535421,-1.7150276,-0.24284287,0.81064904,-0.38420624,-0.011170128,0.7506994,0.24324813,-0.2911595,-1.3631418,-0.35457015,0.56611586,0.4192032,0.47786537,-0.912877,-0.8222094,0.19432048,0.1070402,0.9041588,-1.5426184,0.416769,-0.85852885,-0.71818465,-0.9723069,-0.044561945,-0.05988208,-1.9191308,-1.546997,0.38084668,0.24783428,1.1514188,0.4198969
AT13148,-0.30590814,-1.6462593,-0.20428142,0.73217833,-0.33309528,0.03703517,0.6923571,0.24214529,-0.33348095,-1.2666335,-0.38940543,0.5989251,0.3696269,0.48400393,-0.8904568,-0.8500361,0.1421086,0.06246258,0.8552681,-1.4835906,0.4212414,-0.7409556,-0.6757002,-0.9435135,-0.048370086,-0.009041616,-1.868162,-1.4708091,0.39566234,0.26135123,1.0788054,0.39001834
AT7867,-0.32450536,-1.6129287,-0.19399102,0.71702284,-0.35429016,0.041029856,0.66568965,0.23914953,-0.35594192,-1.2027404,-0.42374706,0.61638016,0.3550941,0.53769976,-0.92117333,-0.8564997,0.16156943,0.026427194,0.8389098,-1.4821973,0.42889056,-0.6678286,-0.69530445,-0.91012144,-0.07844842,0.027851703,-1.8731447,-1.4416388,0.3860375,0.26057044,1.0524976,0.36339757
Avagacestat,-0.35242152,-1.7862077,-0.26452795,0.8551604,-0.36119816,-0.01961064,0.80117464,0.25413537,-0.27181724,-1.4557402,-0.31370634,0.5657199,0.4462813,0.43984738,-0.8962646,-0.82130975,0.18275295,0.1525811,0.94361854,-1.5607219,0.43120557,-0.95523643,-0.7044949,-1.0275906,-0.0096268775,-0.10127737,-1.9473498,-1.6070354,0.39059833,0.26435524,1.1868868,0.4576479
AX15836,-0.3410746,-1.5994474,-0.22580741,0.75113386,-0.37967896,0.01092114,0.64065444,0.23866983,-0.33755994,-1.2262759,-0.4025934,0.53390104,0.38874614,0.5205425,-0.9232362,-0.8112248,0.18261005,0.052211218,0.8662701,-1.5018514,0.39521098,-0.7044035,-0.73305845,-0.9020963,-0.05902559,0.02174229,-1.8775903,-1.4677908,0.375379,0.20005572,1.0818197,0.40097812
Axitinib,-0.30172846,-1.6593225,-0.21520968,0.72773534,-0.3214137,0.029990477,0.70312375,0.24969539,-0.32426196,-1.2859138,-0.36153373,0.6032728,0.36447784,0.46042678,-0.8760381,-0.843474,0.14711486,0.06469162,0.8613402,-1.4536713,0.42247728,-0.76813996,-0.64806664,-0.9387747,-0.048953313,-0.045713037,-1.836475,-1.4755372,0.37738395,0.26232174,1.0803381,0.39823762
AZ191,-0.30921653,-1.5557,-0.19762754,0.69605833,-0.34140718,0.045276523,0.61350554,0.23429398,-0.36326987,-1.1601993,-0.41992128,0.5785117,0.34778813,0.52270156,-0.9038596,-0.83524644,0.15409191,0.018746542,0.8277451,-1.4440017,0.4116642,-0.62894475,-0.6898311,-0.8819218,-0.06704393,0.04207809,-1.8260374,-1.409573,0.37646493,0.22762369,1.0237657,0.37101367
AZ20,-0.33762264,-1.6727483,-0.22356476,0.7656642,-0.36662248,0.021061426,0.691392,0.24978127,-0.35032603,-1.2684877,-0.40788108,0.58963406,0.38406667,0.5376525,-0.9375037,-0.84636563,0.17755514,0.050980687,0.8884598,-1.5225542,0.42899868,-0.7409141,-0.71820796,-0.93508506,-0.06557739,0.002819476,-1.9106027,-1.5000474,0.38350976,0.23057236,1.1037896,0.3921323
AZ6102,-0.29833758,-1.5577182,-0.20622846,0.69415426,-0.33142102,0.039953925,0.6230724,0.22366269,-0.35990804,-1.1561592,-0.43472272,0.58782786,0.34675172,0.5228747,-0.88881445,-0.8262432,0.14174046,0.021767542,0.8297796,-1.4306123,0.417795,-0.63848376,-0.6783946,-0.89112866,-0.06404105,0.040210977,-1.8165488,-1.4024248,0.38032767,0.2263016,1.0332873,0.35588747
AZ628,-0.2942353,-1.5495725,-0.21334155,0.690087,-0.31173083,0.02848562,0.6258612,0.23555028,-0.33320665,-1.1968782,-0.37311667,0.54879785,0.35192037,0.46637154,-0.86188745,-0.80354315,0.1393501,0.052897442,0.82611054,-1.4005325,0.3953689,-0.68491805,-0.64955676,-0.8906658,-0.03680611,-0.0043869196,-1.7737778,-1.4088554,0.3712237,0.21879698,1.0296212,0.39636225
AZ960,-0.300303,-1.6259186,-0.22690831,0.7324897,-0.30979627,0.017924352,0.69283456,0.2395778,-0.30447772,-1.2658379,-0.3553238,0.579732,0.36776716,0.4511677,-0.85363704,-0.80660224,0.14442492,0.074792095,0.85831517,-1.4196484,0.41824082,-0.7737124,-0.63694894,-0.93228537,-0.03634636,-0.045127954,-1.7980474,-1.448443,0.3725092,0.24952413,1.067428,0.3957712
AZD0156,-0.31184834,-1.517077,-0.20375435,0.70389795,-0.3580747,0.03615723,0.57804203,0.218063,-0.3601082,-1.1435221,-0.44325632,0.5306095,0.36629835,0.5243409,-0.90139,-0.8159638,0.1495207,0.029636236,0.82798094,-1.4663206,0.38668698,-0.61492467,-0.72628087,-0.8821091,-0.052340753,0.077072814,-1.840846,-1.4069843,0.38895532,0.19506657,1.0365338,0.37971306
AZD1152-HQPA,-0.2980486,-1.5392119,-0.21922292,0.7195204,-0.3455501,0.026219029,0.6078508,0.21780343,-0.33315232,-1.1929135,-0.40872234,0.50935143,0.38159832,0.4736707,-0.87130344,-0.79685265,0.13433406,0.065213874,0.83599705,-1.4678013,0.3774804,-0.6786009,-0.7141263,-0.90706086,-0.025188603,0.04331027,-1.8333856,-1.4286033,0.4007786,0.19490561,1.0543835,0.3961575
AZD1208,-0.33661082,-1.6301124,-0.20771535,0.74619955,-0.36552855,0.009746696,0.6764897,0.2423077,-0.3388274,-1.2374656,-0.39227772,0.57695115,0.37094098,0.52923304,-0.92206776,-0.8263333,0.18599148,0.049265884,0.8631559,-1.4792112,0.41460454,-0.72333974,-0.6976859,-0.89897835,-0.0813927,-0.009453887,-1.8589365,-1.4548981,0.35654607,0.22094747,1.0817747,0.37879708
AZD1332,-0.3099507,-1.6559595,-0.22991315,0.7641242,-0.35171202,0.015186696,0.70453095,0.23313093,-0.30334666,-1.313919,-0.37120035,0.5631185,0.39561138,0.44600952,-0.8733338,-0.82457435,0.1533408,0.09253083,0.8840459,-1.4946452,0.40762737,-0.8117744,-0.6847241,-0.9614114,-0.03396987,-0.035787687,-1.8712293,-1.5026731,0.3862151,0.24244457,1.1218009,0.4126794
AZD1390,-0.31104273,-1.5074247,-0.21352893,0.7055093,-0.36132464,0.028676579,0.58063805,0.20660359,-0.3514367,-1.1481342,-0.4445414,0.5262025,0.37297624,0.51317626,-0.89165163,-0.80649394,0.15119988,0.038154256,0.8268794,-1.4603393,0.3863024,-0.6243063,-0.727388,-0.8889727,-0.04592842,0.07164205,-1.8348954,-1.4109523,0.38936818,0.19454755,1.0432659,0.38208702
AZD1480,-0.31517822,-1.723247,-0.23473267,0.78260213,-0.33187965,0.015043669,0.765804,0.24581207,-0.2944961,-1.3615279,-0.34975052,0.61754745,0.39268744,0.44441545,-0.8723278,-0.8396167,0.15607028,0.097233884,0.90241665,-1.4863065,0.44135925,-0.8671744,-0.65335584,-0.9878111,-0.039639253,-0.07940828,-1.8757834,-1.5277661,0.37993777,0.28142342,1.1327537,0.40655097
AZD1775,-0.30881625,-1.5293092,-0.20981072,0.7018797,-0.34832639,0.034732535,0.59352696,0.223782,-0.3530589,-1.1569747,-0.42275926,0.5389914,0.3610189,0.5098326,-0.8916516,-0.8120755,0.15230615,0.03111245,0.82896954,-1.4474065,0.39267206,-0.6323591,-0.70696235,-0.8825154,-0.051201943,0.052179374,-1.8219916,-1.4077288,0.38053733,0.2021566,1.031918,0.38186306
AZD2014,-0.3184419,-1.5558349,-0.20790358,0.72317415,-0.35986978,0.0319041,0.6092294,0.22637631,-0.35917723,-1.149809,-0.43300915,0.5532756,0.3622183,0.54724455,-0.91474485,-0.8121811,0.16681845,0.02364142,0.8428396,-1.4664952,0.40726656,-0.6336183,-0.7198207,-0.87660456,-0.06932403,0.05935491,-1.8390597,-1.4102324,0.3764878,0.198498,1.0355015,0.36351898
AZD3514,-0.3542964,-1.5545886,-0.22830793,0.75698775,-0.38006106,0.013364108,0.60668015,0.23468456,-0.34380123,-1.1671581,-0.4178026,0.52090144,0.38558787,0.5558284,-0.93748796,-0.7887804,0.18468332,0.037709262,0.85449123,-1.4947399,0.3970623,-0.64736307,-0.75575167,-0.87979877,-0.06341031,0.064955905,-1.8739742,-1.4358412,0.38312107,0.18665108,1.0392812,0.3876384
AZD3759,-0.33058733,-1.6487577,-0.23102073,0.7682018,-0.3577986,0.009989975,0.69349235,0.23878044,-0.3166837,-1.2835834,-0.37713748,0.5628056,0.39203316,0.48455828,-0.8978712,-0.8169641,0.1745524,0.07724389,0.882136,-1.48898,0.41744888,-0.77647495,-0.697936,-0.9400367,-0.04698124,-0.024858583,-1.868495,-1.4896923,0.37279087,0.23221244,1.1025121,0.40420076
AZD4205,-0.31104574,-1.5585581,-0.21895337,0.71668947,-0.34359753,0.02921562,0.6183666,0.2276153,-0.34576368,-1.1757964,-0.41909656,0.54849106,0.3664396,0.5112943,-0.89375687,-0.8095443,0.15074018,0.038408805,0.83772874,-1.4558483,0.40155846,-0.6565465,-0.70530206,-0.8953935,-0.047859218,0.03989087,-1.8325601,-1.4212303,0.3883398,0.20984085,1.0418385,0.37847763
AZD4547,-0.29592842,-1.5196223,-0.21446356,0.70279074,-0.35203862,0.03217262,0.59527737,0.2152314,-0.35412344,-1.1375233,-0.43046546,0.52104884,0.3631358,0.5110777,-0.893342,-0.7932359,0.13485624,0.03922886,0.81799895,-1.4642849,0.38304117,-0.62074506,-0.7234288,-0.87772834,-0.04656977,0.06769491,-1.8279908,-1.3989944,0.4074436,0.18290167,1.0266777,0.36253905
AZD4877,-0.29222137,-1.5333313,-0.21325606,0.7091111,-0.36201885,0.02718663,0.6045139,0.21204984,-0.3379509,-1.200744,-0.41812629,0.5074788,0.3780954,0.4698709,-0.8761844,-0.8087132,0.13159119,0.0666695,0.8348988,-1.4815208,0.36794007,-0.6800997,-0.71908057,-0.90709484,-0.030221978,0.043728225,-1.8461916,-1.4374986,0.40044618,0.18764758,1.0746624,0.3967813
AZD5363,-0.32778576,-1.6057627,-0.22414985,0.74849516,-0.361945,0.019258222,0.65269214,0.23598821,-0.3347086,-1.2246584,-0.4082834,0.54616547,0.38479996,0.5121145,-0.9079103,-0.81402355,0.16005416,0.056950692,0.8577202,-1.501488,0.40209073,-0.70430917,-0.7257804,-0.91890717,-0.046812784,0.027437607,-1.877501,-1.4606042,0.39734656,0.2161232,1.0729237,0.38790783
AZD5438,-0.30763146,-1.6483274,-0.2187447,0.7489181,-0.35972577,0.021220496,0.6965895,0.2332732,-0.32683676,-1.306197,-0.3745775,0.560729,0.39187855,0.45681095,-0.8866734,-0.83836895,0.14883353,0.0896113,0.8727556,-1.5109482,0.3999797,-0.7858133,-0.6968064,-0.9496965,-0.035072144,-0.024505636,-1.8863486,-1.507953,0.39215958,0.23330499,1.1186714,0.4111322
